scn_id,scn_cls,scn_sentence,reasoning,qid01,query01,ktype_num01,ktype01,ctype_num01,ctype01,qtype_num01,qtype01,qid02,query02,ktype_num02,ktype02,ctype_num02,ctype02,qtype_num02,qtype02,qid03,query03,ktype_num03,ktype03,ctype_num03,ctype03,qtype_num03,qtype03,qid04,query04,ktype_num04,ktype04,ctype_num04,ctype04,qtype_num04,qtype04,qid05,query05,ktype_num05,ktype05,ctype_num05,ctype05,qtype_num05,qtype05
0NS7Q5,0,A pair of glasses is on the flower pot,"It's unclear why a pair of glasses is on the flower pot, which is an unusual place for them.",0NS7Q5Q01,Why are the glasses on the flower pot?,5,Spatial layout,2,Comprehension,10,Intention disclosure,0NS7Q5Q02,Who might have left their glasses there?,1,Identity,3,Operation,3,Concept completion,0NS7Q5Q03,Are the glasses affecting the growth of the flower?,9,Causality,3,Operation,1,Verification,0NS7Q5Q04,Is this a common place for the glasses to be left?,7,Contents,0,Undetermined,1,Verification,0NS7Q5Q05,What kind of glasses are they?,3,Attributes,1,Knowledge,4,Feature specification
0QA19R,1,A doctor listens to an empty room with a stethoscope,It's unclear why the doctor is using a stethoscope to listen to an empty room.,0QA19RQ01,Why is the doctor using a stethoscope on an empty room?,8,Procedure,2,Comprehension,10,Intention disclosure,0QA19RQ02,What is the doctor hoping to hear?,10,Intention,3,Operation,13,Expectation,0QA19RQ03,Is there something unusual about this room?,3,Attributes,2,Comprehension,1,Verification,0QA19RQ04,Could there be hidden entities in the room?,5,Spatial layout,3,Operation,2,Case specification,0QA19RQ05,Is the doctor conducting an experiment or investigation?,9,Causality,3,Operation,2,Case specification
0RG51B,1,A man parks his car far away from any other vehicles in the parking lot,It's unclear why the man chose to park his car far away from any other vehicles in the parking lot.,0RG51BQ01,Why did the man choose to park his car far away from other vehicles?,9,Causality,4,Evaluation,10,Intention disclosure,0RG51BQ02,Is there something valuable in his car that he wants to protect?,10,Intention,4,Evaluation,3,Concept completion,0RG51BQ03,Does he have any issues with the other drivers in the parking lot?,10,Intention,4,Evaluation,1,Verification,0RG51BQ04,Is the man trying to avoid someone or something?,10,Intention,4,Evaluation,10,Intention disclosure,0RG51BQ05,Could the man be planning to use the car for something that requires privacy?,10,Intention,4,Evaluation,10,Intention disclosure
0S4L3J,0,A bicycle tire is rolled into an office cubicle,"It's unclear why a bicycle tire is being rolled into an office cubicle, a place typically associated with work, not cycling.",0S4L3JQ01,Who rolled the bicycle tire into the office cubicle?,1,Identity,1,Knowledge,3,Concept completion,0S4L3JQ02,Why is there a bicycle tire in an office cubicle?,9,Causality,2,Comprehension,10,Intention disclosure,0S4L3JQ03,Is the bicycle tire part of a prank or a serious situation?,10,Intention,3,Operation,2,Case specification,0S4L3JQ04,What is the reaction of the office staff to the bicycle tire?,11,Internal state,4,Evaluation,11,Result account,0S4L3JQ05,Does the presence of the bicycle tire disrupt the office environment?,3,Attributes,4,Evaluation,1,Verification
0S8Y3C,1,A teenager is keeping all his window shades shut during the day,It's unclear why the teenager is keeping all his window shades shut during the day.,0S8Y3CQ01,Why is the teenager keeping all his window shades shut during the day?,10,Intention,2,Comprehension,10,Intention disclosure,0S8Y3CQ02,What is the teenager doing inside the room that requires darkness?,7,Contents,3,Operation,3,Concept completion,0S8Y3CQ03,Is there something outside the window that the teenager is trying to avoid?,9,Causality,3,Operation,1,Verification,0S8Y3CQ04,Does the teenager have any health issues that make him sensitive to light?,3,Attributes,1,Knowledge,4,Feature specification,0S8Y3CQ05,Are there any specific rules or cultural practices in his household that encourage keeping the shades shut?,10,Intention,1,Knowledge,2,Case specification
0T1EG6,1,"A coworker eats the same sandwich for lunch every day, never trying anything new","It's unclear why the coworker never tries anything new for lunch, sticking to the same sandwich every day.",0T1EG6Q01,Why does the coworker only eat the same sandwich daily?,10,Intention,2,Comprehension,10,Intention disclosure,0T1EG6Q02,What is in the sandwich that makes it so appealing?,7,Contents,3,Operation,4,Feature specification,0T1EG6Q03,Does the coworker have any dietary restrictions?,3,Attributes,4,Evaluation,1,Verification,0T1EG6Q04,Is the coworker aware of other lunch options?,10,Intention,2,Comprehension,1,Verification,0T1EG6Q05,Does the coworker show similar patterns in other aspects of their life?,11,Internal state,3,Operation,1,Verification
0UM67E,2,The noisy street was eerily quiet,It's unclear why the typically noisy street is eerily quiet.,0UM67EQ01,What caused the usually noisy street to become eerily quiet?,9,Causality,2,Comprehension,9,Cause elucidation,0UM67EQ02,Are there any events or incidents that could have led to this sudden change?,9,Causality,3,Operation,9,Cause elucidation,0UM67EQ03,Is this quietness a regular occurrence or an anomaly?,7,Contents,2,Comprehension,2,Case specification,0UM67EQ04,What are the usual activities that make this street noisy?,7,Contents,1,Knowledge,4,Feature specification,0UM67EQ05,How are the residents reacting to this unusual quietness?,11,Internal state,4,Evaluation,11,Result account
0V68RD,1,"A man constantly taps his foot or clicks his pen, even when there is no apparent reason to be restless","It's unclear why the man is constantly tapping his foot or clicking his pen, even when there is no apparent reason for restlessness.",0V68RDQ01,What is causing the man's constant restlessness?,9,Causality,2,Comprehension,9,Cause elucidation,0V68RDQ02,Is there a psychological reason behind his incessant foot tapping and pen clicking?,10,Intention,3,Operation,9,Cause elucidation,0V68RDQ03,Could this be a symptom of a neurological condition?,3,Attributes,3,Operation,9,Cause elucidation,0V68RDQ04,Is there a specific pattern or rhythm to his actions?,7,Contents,3,Operation,4,Feature specification,0V68RDQ05,How does his behavior affect those around him?,9,Causality,4,Evaluation,11,Result account
0VY2L4,2,A pair of shoes always polished was covered in dust,"It's unclear how a pair of shoes, which is always polished, ended up being covered in dust.",0VY2L4Q01,Why are the usually polished shoes now covered in dust?,3,Attributes,2,Comprehension,10,Intention disclosure,0VY2L4Q02,Who is responsible for the sudden change in the shoes' condition?,1,Identity,3,Operation,9,Cause elucidation,0VY2L4Q03,What event could have led to the shoes being dusty?,9,Causality,3,Operation,9,Cause elucidation,0VY2L4Q04,Are there any other items in the vicinity that are unusually dirty?,5,Spatial layout,3,Operation,1,Verification,0VY2L4Q05,Is this a one-time occurrence or has it been happening frequently?,6,Temporal relation,4,Evaluation,2,Case specification
0W46YU,2,"The teacher, known for her strictness, laughed heartily","It's unclear why the teacher, who is known for her strictness, laughed heartily.",0W46YUQ01,What caused the strict teacher to laugh heartily?,9,Causality,2,Comprehension,9,Cause elucidation,0W46YUQ02,Was there a particular incident that triggered her laughter?,9,Causality,3,Operation,9,Cause elucidation,0W46YUQ03,Is this a common occurrence or a rare event?,6,Temporal relation,4,Evaluation,2,Case specification,0W46YUQ04,How did the students react to her laughter?,11,Internal state,2,Comprehension,11,Result account,0W46YUQ05,Does this laughter indicate a change in her usual demeanor?,3,Attributes,4,Evaluation,8,Interpretation
0WX2G1,1,"A teenager always wears sunglasses indoors, even when there is minimal light","It's unclear why the teenager always wears sunglasses indoors, even when there is minimal light.",0WX2G1Q01,"Why does the teenager always wear sunglasses indoors, even in minimal light?",10,Intention,2,Comprehension,10,Intention disclosure,0WX2G1Q02,Is there a medical reason for the teenager's constant use of sunglasses?,9,Causality,3,Operation,9,Cause elucidation,0WX2G1Q03,Could the sunglasses be a part of the teenager's personal style or identity?,1,Identity,4,Evaluation,2,Case specification,0WX2G1Q04,Are there any specific reactions from people around him due to his unusual habit?,11,Internal state,3,Operation,11,Result account,0WX2G1Q05,Does the teenager experience discomfort or difficulty without the sunglasses?,9,Causality,3,Operation,1,Verification
0Y9A3G,2,"A wallet, once fat with money, is now sadly thin","It's unclear how the wallet, once fat with money, became sadly thin.",0Y9A3GQ01,What happened to the money in the wallet?,7,Contents,1,Knowledge,3,Concept completion,0Y9A3GQ02,Was it spent or stolen?,9,Causality,3,Operation,2,Case specification,0Y9A3GQ03,What was the money used for?,7,Contents,3,Operation,3,Concept completion,0Y9A3GQ04,Who is the owner of the wallet?,1,Identity,1,Knowledge,4,Feature specification,0Y9A3GQ05,Is there a way to replenish the wallet's contents?,8,Procedure,3,Operation,12,Method explication
0YG3O7,2,A coffee pot that usually contains coffee is now filled with Vin chaud,"It's unclear why the coffee pot, which is typically used for coffee, is now filled with Vin chaud.",0YG3O7Q01,Why is the coffee pot filled with Vin chaud instead of coffee?,9,Causality,2,Comprehension,10,Intention disclosure,0YG3O7Q02,What is the occasion for the change in beverage?,10,Intention,3,Operation,8,Interpretation,0YG3O7Q03,Is the coffee pot suitable for serving Vin chaud?,3,Attributes,3,Operation,4,Feature specification,0YG3O7Q04,Are there any other unusual changes in the scene?,7,Contents,3,Operation,3,Concept completion,0YG3O7Q05,What is the reaction of the people present towards this change?,11,Internal state,4,Evaluation,11,Result account
126YSH,0,A pillow is lying on the kitchen table,"It's unclear why a pillow, which is typically associated with bedrooms, is lying on the kitchen table.",126YSHQ01,Why is there a pillow on the kitchen table?,5,Spatial layout,2,Comprehension,10,Intention disclosure,126YSHQ02,Is someone sleeping in the kitchen?,10,Intention,3,Operation,1,Verification,126YSHQ03,Was the pillow used for a meal?,9,Causality,3,Operation,1,Verification,126YSHQ04,Does the pillow belong to a pet?,3,Attributes,3,Operation,1,Verification,126YSHQ05,Is the pillow being used as a makeshift tablecloth?,3,Attributes,3,Operation,1,Verification
12A4PX,0,A soccer ball is placed on a bookshelf,"It's unclear why a soccer ball, which is typically used for outdoor sports, is placed on a bookshelf, a place usually reserved for books and decorative items.",12A4PXQ01,Why is a soccer ball on a bookshelf?,9,Causality,2,Comprehension,10,Intention disclosure,12A4PXQ02,Is the bookshelf used for storage or display?,3,Attributes,4,Evaluation,2,Case specification,12A4PXQ03,What other items are on the bookshelf?,5,Spatial layout,1,Knowledge,3,Concept completion,12A4PXQ04,Is the soccer ball a souvenir or used for playing?,3,Attributes,4,Evaluation,2,Case specification,12A4PXQ05,How high is the bookshelf from the ground?,4,Quantities,1,Knowledge,5,Quantification
13JWE6,1,"A woman always insists on paying for dinner, but never carries a wallet",It's unclear how the woman insists on paying for dinner when she never carries a wallet.,13JWE6Q01,How does the woman pay for dinner without a wallet?,8,Procedure,3,Operation,12,Method explication,13JWE6Q02,Does she use a digital payment method or does someone else pay on her behalf?,3,Attributes,3,Operation,2,Case specification,13JWE6Q03,What is her reason for always insisting on paying for dinner?,10,Intention,4,Evaluation,10,Intention disclosure,13JWE6Q04,Is there a particular reason she never carries a wallet?,11,Internal state,4,Evaluation,9,Cause elucidation,13JWE6Q05,Does this behavior occur with everyone she dines with or only specific individuals?,3,Attributes,3,Operation,2,Case specification
13WYS9,2,A white picket fence had turned a faded grey,It's unclear how the white picket fence had turned a faded grey.,13WYS9Q01,What caused the white picket fence to fade to grey?,9,Causality,3,Operation,9,Cause elucidation,13WYS9Q02,Has the fence been neglected or exposed to harsh weather conditions?,3,Attributes,3,Operation,2,Case specification,13WYS9Q03,Is the rest of the property similarly faded or just the fence?,5,Spatial layout,3,Operation,7,Comparison,13WYS9Q04,What is the age of the fence?,4,Quantities,1,Knowledge,5,Quantification,13WYS9Q05,Does the faded color affect the overall aesthetic of the property?,3,Attributes,4,Evaluation,14,Judging
159WDE,1,"A firefighter always carries an umbrella, regardless of the weather","It's unclear why a firefighter, who typically deals with extreme heat and fire, would always carry an umbrella regardless of the weather.",159WDEQ01,"Why does the firefighter always carry an umbrella, regardless of the weather?",10,Intention,1,Knowledge,10,Intention disclosure,159WDEQ02,Is the umbrella used for a specific purpose in his firefighting duties?,8,Procedure,3,Operation,12,Method explication,159WDEQ03,Does the umbrella have any special modifications or features?,3,Attributes,3,Operation,4,Feature specification,159WDEQ04,Are there any cultural or personal reasons for this behavior?,10,Intention,2,Comprehension,9,Cause elucidation,159WDEQ05,Has this habit affected his performance or relationships at work?,9,Causality,4,Evaluation,11,Result account
